,Easting,Northing,Elevation,MassArea,"[-4,-3)","[-3,-2)","[-2,-1)","[-1,0)","[0,1)","[1,2)","[2,3)","[3,4)",geometry,radius
0,433487,1479887,0,3.72743e-08,0.0,0.0,0.0,0.0,0.0,2.5859399999999996e-127,1.5397999999999998e-29,100.0,POINT (433487 1479887),138597.58157341706
1,435487,1479887,0,5.3593800000000006e-08,0.0,0.0,0.0,0.0,0.0,1.1319699999999998e-124,6.68829e-29,100.0,POINT (435487 1479887),137178.99845821882
2,437487,1479887,0,7.65183e-08,0.0,0.0,0.0,0.0,0.0,4.373929999999999e-122,2.81884e-28,100.0,POINT (437487 1479887),135775.0552126568
3,439487,1479887,0,1.08482e-07,0.0,0.0,0.0,0.0,0.0,1.4918899999999998e-119,1.15275e-27,100.0,POINT (439487 1479887),134386.210669101
4,441487,1479887,0,1.52718e-07,0.0,0.0,0.0,0.0,0.0,4.4919599999999986e-117,4.57417e-27,100.0,POINT (441487 1479887),133012.93778426218
5,443487,1479887,0,2.1348000000000003e-07,0.0,0.0,0.0,0.0,0.0,1.19391e-114,1.76118e-26,100.0,POINT (443487 1479887),131655.72383303355
6,445487,1479887,0,2.96314e-07,0.0,0.0,0.0,0.0,0.0,2.80122e-112,6.579799999999999e-26,100.0,POINT (445487 1479887),130315.07057128887
7,447487,1479887,0,4.0838900000000004e-07,0.0,0.0,0.0,0.0,0.0,5.801879999999998e-110,2.3853e-25,100.0,POINT (447487 1479887),128991.49436300054
8,449487,1479887,0,5.588770000000001e-07,0.0,0.0,0.0,0.0,0.0,1.0608299999999998e-107,8.39066e-25,100.0,POINT (449487 1479887),127685.52626668381
9,451487,1479887,0,7.59405e-07,0.0,0.0,0.0,0.0,0.0,1.7122899999999993e-105,2.8640200000000002e-24,100.0,POINT (451487 1479887),126397.71207581251
10,453487,1479887,0,1.0245700000000001e-06,0.0,0.0,0.0,0.0,0.0,2.4399099999999997e-103,9.486029999999999e-24,100.0,POINT (453487 1479887),125128.61230749745
11,455487,1479887,0,1.3725e-06,0.0,0.0,0.0,0.0,0.0,3.069309999999999e-101,3.04877e-23,100.0,POINT (455487 1479887),123878.8021333755
12,457487,1479887,0,1.82549e-06,0.0,0.0,0.0,0.0,7.01004e-311,3.4086699999999987e-99,9.50823e-23,100.0,POINT (457487 1479887),122648.87124633475
13,459487,1479887,0,2.41068e-06,0.0,0.0,0.0,0.0,1.0048399999999994e-304,3.3420499999999996e-97,2.87747e-22,100.0,POINT (459487 1479887),121439.42365640575
14,461487,1479887,0,3.1607e-06,0.0,0.0,0.0,0.0,9.804639999999995e-299,2.8928999999999996e-95,8.450119999999998e-22,100.0,POINT (461487 1479887),120251.07740889477
15,463487,1479887,0,4.11438e-06,0.0,0.0,0.0,0.0,6.513129999999997e-293,2.2108099999999995e-93,2.408e-21,100.0,POINT (463487 1479887),119084.46421763
16,465487,1479887,0,5.31737e-06,0.0,0.0,0.0,0.0,2.945629999999998e-287,1.4916799999999998e-91,6.65877e-21,100.0,POINT (465487 1479887),117940.22900605205
17,467487,1479887,0,6.822619999999999e-06,0.0,0.0,0.0,0.0,9.069929999999996e-282,8.88621e-90,1.7868099999999998e-20,100.0,POINT (467487 1479887),116819.02934881799
18,469487,1479887,0,8.69081e-06,0.0,0.0,0.0,0.0,1.901409999999999e-276,4.6738999999999993e-88,4.65278e-20,100.0,POINT (469487 1479887),115721.53480662101
19,471487,1479887,0,1.09905e-05,0.0,0.0,0.0,0.0,2.7139399999999984e-271,2.1705699999999998e-86,1.1757000000000001e-19,100.0,POINT (471487 1479887),114648.42614706929
20,473487,1479887,0,1.37978e-05,0.0,0.0,0.0,0.0,2.637479999999999e-266,8.900369999999998e-85,2.88295e-19,100.0,POINT (473487 1479887),113600.39444473773
21,475487,1479887,0,1.71962e-05,0.0,0.0,0.0,0.0,1.7452099999999992e-261,3.2224899999999996e-83,6.86012e-19,100.0,POINT (475487 1479887),112578.14005391988
22,477487,1479887,0,2.1275300000000003e-05,0.0,0.0,0.0,0.0,7.862969999999997e-257,1.0302299999999999e-81,1.5841000000000001e-18,100.0,POINT (477487 1479887),111582.37144818173
23,479487,1479887,0,2.6129499999999998e-05,0.0,0.0,0.0,0.0,2.4122099999999984e-252,2.908309999999999e-80,3.5497300000000004e-18,100.0,POINT (479487 1479887),110613.80392157211
24,481487,1479887,0,3.18556e-05,0.0,0.0,0.0,0.0,5.038979999999998e-248,7.249769999999998e-79,7.71913e-18,100.0,POINT (481487 1479887),109673.1581472878
25,483487,1479887,0,3.85508e-05,0.0,0.0,0.0,0.0,7.167679999999996e-244,1.5958599999999997e-77,1.6289400000000002e-17,100.0,POINT (483487 1479887),108761.15859073955
26,485487,1479887,0,4.63087e-05,0.0,0.0,0.0,0.0,6.942779999999997e-240,3.1021199999999995e-76,3.33584e-17,100.0,POINT (485487 1479887),107878.5317753259
27,487487,1479887,0,5.52158e-05,0.0,0.0,0.0,0.0,4.579479999999999e-236,5.325069999999999e-75,6.629359999999999e-17,100.0,POINT (487487 1479887),107026.00440079972
28,489487,1479887,0,6.5347e-05,0.0,0.0,0.0,0.0,2.0570199999999992e-232,8.072469999999998e-74,1.27852e-16,100.0,POINT (489487 1479887),106204.30131590716
29,491487,1479887,0,7.67608e-05,0.0,0.0,0.0,0.0,6.292299999999998e-229,1.08071e-72,2.39282e-16,100.0,POINT (491487 1479887),105414.1433489833
30,493487,1479887,0,8.94941e-05,0.0,0.0,0.0,0.0,1.3108099999999994e-225,1.2777399999999996e-71,4.34595e-16,100.0,POINT (493487 1479887),104656.24500238865
31,495487,1479887,0,0.00010355700000000001,0.0,0.0,0.0,0.0,1.8596899999999994e-222,1.3341899999999996e-70,7.66004e-16,100.0,POINT (495487 1479887),103931.31201904458
32,497487,1479887,0,0.000118929,0.0,0.0,0.0,0.0,1.796879999999999e-219,1.23038e-69,1.31024e-15,100.0,POINT (497487 1479887),103240.03883184082
33,499487,1479887,0,0.000135551,0.0,0.0,0.0,0.0,1.1824699999999996e-216,1.00212e-68,2.17492e-15,100.0,POINT (499487 1479887),102583.10590930653
34,501487,1479887,0,0.000153327,0.0,0.0,0.0,0.0,5.299809999999998e-214,7.208779999999999e-68,3.50357e-15,100.0,POINT (501487 1479887),101961.1770136065
35,503487,1479887,0,0.000172118,0.0,0.0,0.0,0.0,1.6178599999999994e-211,4.580139999999999e-67,5.47714e-15,100.0,POINT (503487 1479887),101374.89638958947
36,505487,1479887,0,0.000191741,0.0,0.0,0.0,0.0,3.363869999999998e-209,2.570249999999999e-66,8.30949e-15,100.0,POINT (505487 1479887),100824.88590620868
37,507487,1479887,0,0.00021197,0.0,0.0,0.0,0.0,4.7639499999999976e-207,1.2739699999999999e-65,1.22341e-14,100.0,POINT (507487 1479887),100311.74217408449
38,509487,1479887,0,0.000232539,0.0,0.0,0.0,0.0,4.595499999999998e-205,5.577499999999999e-65,1.74803e-14,100.0,POINT (509487 1479887),99836.03366520526
39,511487,1479887,0,0.000253147,0.0,0.0,0.0,0.0,3.019569999999999e-203,2.1568499999999996e-64,2.42383e-14,100.0,POINT (511487 1479887),99398.29786268978
40,513487,1479887,0,0.00027346099999999996,0.0,0.0,0.0,0.0,1.3514799999999995e-201,7.367239999999998e-64,3.2616399999999996e-14,100.0,POINT (513487 1479887),98999.03847007809
41,515487,1479887,0,0.000293128,0.0,0.0,0.0,0.0,4.120389999999999e-200,2.2228099999999997e-63,4.259419999999999e-14,100.0,POINT (515487 1479887),98638.72271070829
42,517487,1479887,0,0.00031178200000000003,0.0,0.0,0.0,0.0,8.557249999999997e-199,5.924039999999999e-63,5.3981399999999995e-14,100.0,POINT (517487 1479887),98317.77874830167
43,519487,1479887,0,0.000329056,0.0,0.0,0.0,0.0,1.2106099999999994e-197,1.3946099999999999e-62,6.639239999999999e-14,100.0,POINT (519487 1479887),98036.59325986395
44,521487,1479887,0,0.000344595,0.0,0.0,0.0,0.0,1.1666899999999994e-196,2.9001199999999996e-62,7.92453e-14,100.0,POINT (521487 1479887),97795.5091913734
45,523487,1479887,0,0.000358066,0.0,0.0,0.0,0.0,7.659369999999996e-196,5.32728e-62,9.17931e-14,100.0,POINT (523487 1479887),97594.8237254415
46,525487,1479887,0,0.00036917199999999997,0.0,0.0,0.0,0.0,3.4254599999999986e-195,8.644239999999999e-62,1.0318800000000001e-13,100.0,POINT (525487 1479887),97434.78648819425
47,527487,1479887,0,0.00037766,0.0,0.0,0.0,0.0,1.0436099999999996e-194,1.2390299999999998e-61,1.12571e-13,100.0,POINT (527487 1479887),97315.59802005021
48,529487,1479887,0,0.00038333599999999996,0.0,0.0,0.0,0.0,2.1659599999999988e-194,1.5688199999999997e-61,1.19181e-13,100.0,POINT (529487 1479887),97237.40853190197
