gs_step,col_step,particle_ht,ashdiam,part_density,fall_time,plume_diffusion_fine_particle,plume_diffusion_coarse_particle,total_fall_time,wind_sum_x,wind_sum_y,actual_mass
0,50,17000.3200000000,0.0000000000,0.0000000000,5.1243173316,1272.7914160028,924726.0174796792,454.0870857485,0.0000000000,4540.8708574853,192888591.5627999306
0,51,17333.6400000000,0.0000000000,0.0000000000,5.0212199511,1292.7179275630,961345.3099827191,459.1083056996,0.0000000000,4591.0830569960,189279690.4771417975
0,52,17666.9600000000,0.0000000000,0.0000000000,4.9201968117,1312.5679407136,998675.6567091191,464.0285025113,0.0000000000,4640.2850251128,185572144.7085064352
0,53,18000.2800000000,0.0000000000,0.0000000000,4.8212061813,1332.3431844369,1036717.0576588791,468.8497086926,0.0000000000,4688.4970869256,181759707.3513802290
0,54,18333.6000000000,0.0000000000,0.0000000000,4.7242071673,1352.0453173938,1075469.5128319990,473.5739158599,0.0000000000,4735.7391585988,177835331.3930267990
0,55,18666.9200000000,0.0000000000,0.0000000000,4.6291597000,1371.6759320081,1114933.0222284792,478.2030755599,0.0000000000,4782.0307555988,173791029.2275872231
0,56,19000.2400000000,0.0000000000,0.0000000000,4.5360245157,1391.2365582463,1155107.5858483189,482.7391000756,0.0000000000,4827.3910007556,169617697.8691876531
0,57,19333.5600000000,0.0000000000,0.0000000000,4.4447631407,1410.7286671179,1195993.2036915189,487.1838632162,0.0000000000,4871.8386321624,165304899.1680042446
0,58,19666.8800000000,0.0000000000,0.0000000000,4.3553378754,1430.1536739233,1237589.8757580789,491.5392010916,0.0000000000,4915.3920109159,160840580.1421142519
0,59,20000.2000000000,0.0000000000,0.0000000000,4.2677117786,1449.5129412714,1279897.6020479987,495.8069128702,0.0000000000,4958.0691287019,156210712.3336122036
0,60,20333.5200000000,0.0000000000,0.0000000000,4.1818486525,1468.8077818846,1322916.3825612788,499.9887615227,0.0000000000,4999.8876152267,151398819.7087335885
0,61,20666.8400000000,0.0000000000,0.0000000000,4.0977130274,1488.0394612128,1366646.2172979186,504.0864745501,0.0000000000,5040.8647455005,146385350.0601463318
0,62,21000.1600000000,0.0000000000,0.0000000000,4.0152701473,1507.2091998694,1411087.1062579185,508.1017446973,0.0000000000,5081.0174469734,141146821.6489059031
0,63,21333.4800000000,0.0000000000,0.0000000000,3.9344859554,1526.3181759056,1456239.0494412784,512.0362306528,0.0000000000,5120.3623065278,135654638.6050766408
0,64,21666.8000000000,0.0000000000,0.0000000000,3.8553270803,1545.3675269353,1502102.0468479984,515.8915577331,0.0000000000,5158.9155773309,129873403.3745829612
0,65,22000.1200000000,0.0000000000,0.0000000000,3.7777608217,1564.3583521235,1548676.0984780784,519.6693185548,0.0000000000,5196.6931855483,123758438.3572472930
0,66,22333.4400000000,0.0000000000,0.0000000000,3.7017551375,1583.2917140475,1595961.2043315182,523.3710736923,0.0000000000,5233.7107369233,117252011.5344492048
0,67,22666.7600000000,0.0000000000,0.0000000000,3.6272786300,1602.1686404422,1643957.3644083182,526.9983523224,0.0000000000,5269.9835232235,110277329.1434892565
0,68,23000.0800000000,0.0000000000,0.0000000000,3.5543005334,1620.9901258378,1692664.5787084782,530.5526528558,0.0000000000,5305.5265285577,102728435.9259451181
0,69,23333.4000000000,0.0000000000,0.0000000000,3.4827907008,1639.7571330972,1742082.8472319981,534.0354435566,0.0000000000,5340.3544355656,94452003.1146866530
0,70,23666.7200000000,0.0000000000,0.0000000000,3.4127195918,1658.4705948625,1792212.1699788780,537.4481631484,0.0000000000,5374.4816314837,85211284.5469654351
0,71,24000.0400000000,0.0000000000,0.0000000000,3.3440582604,1677.1314149144,1843052.5469491181,540.7922214088,0.0000000000,5407.9222140878,74604813.8046891093
0,72,24333.3600000000,0.0000000000,0.0000000000,3.2767783430,1695.7404694541,1894603.9781427179,544.0689997518,0.0000000000,5440.6899975175,61842248.4806044996
0,73,24666.6800000000,0.0000000000,0.0000000000,3.2108520465,1714.2986083103,1946866.4635596781,547.2798517982,0.0000000000,5472.7985179822,44853591.8122661114
0,74,25000.0000000000,0.0000000000,0.0000000000,3.1462521371,1732.8066560786,1999840.0031999978,550.4261039353,0.0000000000,5504.2610393530,41.3663862034
1,0,334.3200000000,0.0121257325,1000.0000000000,19.3391793436,54.7899743083,355.5271116800,19.3391793436,0.0000000000,193.3917934362,840034102.3814643621
1,1,667.6400000000,0.0000000000,0.0000000000,18.9500897141,95.3948859941,1422.1084467200,38.2892690577,0.0000000000,382.8926905769,861114584.9265441895
1,2,1000.9600000000,0.0000000000,0.0000000000,18.5688282730,131.9465686351,3199.7440051200,56.8580973306,0.0000000000,568.5809733065,871326923.1284476519
1,3,1334.2800000000,0.0000000000,0.0000000000,18.1952375230,166.0921434755,5688.4337868800,75.0533348537,0.0000000000,750.5333485368,876934611.6463074684
1,4,1667.6000000000,0.0000000000,0.0000000000,17.8291631358,198.5532957603,8888.1777920000,92.8824979895,0.0000000000,928.8249798951,879945228.1695066690
1,5,2000.9200000000,0.0000000000,0.0000000000,17.4704538878,229.7323193005,12798.9760204800,110.3529518773,0.0000000000,1103.5295187732,881266838.7188130617
1,6,2334.2400000000,0.0000000000,0.0000000000,17.1189615980,259.8839917535,17420.8284723200,127.4719134753,0.0000000000,1274.7191347529,881389562.2362389565
1,7,2667.5600000000,0.0000000000,0.0000000000,16.7745410666,289.1832181233,22753.7351475200,144.2464545419,0.0000000000,1442.4645454185,880608688.7224576473
1,8,3000.8800000000,0.0000000000,0.0000000000,16.4370500152,317.7569837251,28797.6960460800,160.6835045571,0.0000000000,1606.8350455705,879116081.9454766512
1,9,3334.2000000000,0.0000000000,0.0000000000,16.1063490280,345.7013669369,35552.7111680000,176.7898535850,0.0000000000,1767.8985358501,877043465.5179910660
1,10,3667.5200000000,0.0000000000,0.0000000000,15.7823014939,373.0914056096,43018.7805132800,192.5721550789,0.0000000000,1925.7215507894,874485140.1394857168
1,11,4000.8400000000,0.0000000000,0.0000000000,15.4647735507,399.9871999488,51195.9040819200,208.0369286296,0.0000000000,2080.3692862959,871510861.3190943003
1,12,4334.1600000000,0.0000000000,0.0000000000,15.1536340289,426.4378829543,60084.0818739200,223.1905626585,0.0000000000,2231.9056265850,868173592.0387457609
1,13,4667.4800000000,0.0000000000,0.0000000000,14.8487543985,452.4843108254,69683.3138892800,238.0393170570,0.0000000000,2380.3931705701,864514401.1903588772
1,14,5000.8000000000,0.0000000000,0.0000000000,14.5500087152,478.1609481938,79993.6001280000,252.5893257722,0.0000000000,2525.8932577219,860565683.9984086752
1,15,5334.1200000000,0.0000000000,0.0000000000,14.2572735685,503.4972268660,91014.9405900800,266.8465993407,0.0000000000,2668.4659934073,856353350.7227020264
1,16,5667.4400000000,0.0000000000,0.0000000000,13.9704280312,528.5185488639,102747.3352755200,280.8170273719,0.0000000000,2808.1702737191,851898356.6111758947
1,17,6000.7600000000,0.0000000000,0.0000000000,13.6893536086,553.2470423463,115190.7841843200,294.5063809805,0.0000000000,2945.0638098050,847217797.4428994656
1,18,6334.0800000000,0.0000000000,0.0000000000,13.4139341903,577.7021416439,128345.2873164800,307.9203151708,0.0000000000,3079.2031517085,842325710.4746490717
1,19,6667.4000000000,0.0000000000,0.0000000000,13.1440560020,601.9010394383,142210.8446719999,321.0643711729,0.0000000000,3210.6437117287,837233670.6450940371
1,20,7000.7200000000,0.0000000000,0.0000000000,12.8796075583,625.8590442502,156787.4562508799,333.9439787312,0.0000000000,3339.4397873116,831951241.3560284376
1,21,7334.0400000000,0.0000000000,0.0000000000,12.6204796168,649.5898666287,172075.1220531199,346.5644583480,0.0000000000,3465.6445834795,826486319.9299275875
1,22,7667.3600000000,0.0000000000,0.0000000000,12.3665651331,673.1058508558,188073.8420787199,358.9310234810,0.0000000000,3589.3102348102,820845405.4248747826
1,23,8000.6800000000,0.0000000000,0.0000000000,12.1177592163,696.4181644533,204783.6163276799,371.0487826973,0.0000000000,3710.4878269730,815033808.2749171257
1,24,8334.0000000000,0.0000000000,0.0000000000,11.8739590860,719.5369546163,222204.4447999999,382.9227417833,0.0000000000,3829.2274178326,809055815.6765484810
1,25,8667.3200000000,0.0000000000,0.0000000000,11.6350640295,742.4714784334,240336.3274956799,394.5578058127,0.0000000000,3945.5780581272,802914822.8227132559
1,26,9000.6400000000,0.0000000000,0.0000000000,11.4009753604,765.2302121271,259179.2644147199,405.9587811731,0.0000000000,4059.5878117314,796613437.4094569683
1,27,9333.9600000000,0.0000000000,0.0000000000,11.1715963780,787.8209433434,278733.2555571198,417.1303775511,0.0000000000,4171.3037755109,790153562.9340491295
1,28,9667.2800000000,0.0000000000,0.0000000000,10.9468323268,810.2508496327,298998.3009228798,428.0772098778,0.0000000000,4280.7720987785,783536464.9243471622
1,29,10000.6000000000,0.0000000000,0.0000000000,10.7265903579,832.5265655927,319974.4005119998,438.8038002358,0.0000000000,4388.0380023575,776762823.2263855934
1,30,10333.9200000000,0.0000000000,0.0000000000,10.5107794905,854.6542406329,341661.5543244798,449.3145797263,0.0000000000,4493.1457972627,769832772.7221715450
1,31,10667.2400000000,0.0000000000,0.0000000000,10.2993105742,876.6395889324,364059.7623603198,459.6138903005,0.0000000000,4596.1389030047,762745934.2779809237
1,32,11000.5600000000,0.0000000000,0.0000000000,10.0920962522,898.4879328551,387169.0246195197,469.7059865527,0.0000000000,4697.0598655267,755501437.2832100391
1,33,11333.8800000000,0.0000000000,0.0000000000,9.8890509253,920.2042408519,410989.3411020797,479.5950374780,0.0000000000,4795.9503747795,748097934.7942942381
1,34,11667.2000000000,0.0000000000,0.0000000000,9.6900907164,941.7931606917,435520.7118079996,489.2851281944,0.0000000000,4892.8512819439,740533612.0207840204
1,35,12000.5200000000,0.0000000000,0.0000000000,9.4951334362,963.2590487130,460763.1367372797,498.7802616306,0.0000000000,4987.8026163058,732806188.6618843079
1,36,12333.8400000000,0.0000000000,0.0000000000,9.3040985486,984.6059956699,486716.6158899196,508.0843601792,0.0000000000,5080.8436017922,724912915.4067450762
1,37,12667.1600000000,0.0000000000,0.0000000000,9.1169071382,1005.8378496509,513381.1492659196,517.2012673174,0.0000000000,5172.0126731745,716850564.7390563488
1,38,13000.4800000000,0.0000000000,0.0000000000,8.9334818771,1026.9582364695,540756.7368652795,526.1347491946,0.0000000000,5261.3474919456,708615416.0265077353
1,39,13333.8000000000,0.0000000000,0.0000000000,8.7537469932,1047.9705778630,568843.3786879994,534.8884961878,0.0000000000,5348.8849618776,700203234.7202938795
1,40,13667.1200000000,0.0000000000,0.0000000000,8.5776282389,1068.8781077852,597641.0747340795,543.4661244267,0.0000000000,5434.6612442669,691609245.3314204216
1,41,14000.4400000000,0.0000000000,0.0000000000,8.4050528605,1089.6838870319,627149.8250035194,551.8711772872,0.0000000000,5518.7117728718,682828097.6815621853
1,42,14333.7600000000,0.0000000000,0.0000000000,8.2359495679,1110.3908164080,657369.6294963195,560.1071268550,0.0000000000,5601.0712685505,673853825.7384344339
1,43,14667.0800000000,0.0000000000,0.0000000000,8.0702485053,1131.0016486102,688300.4882124794,568.1773753603,0.0000000000,5681.7737536035,664679798.1297652721
1,44,15000.4000000000,0.0000000000,0.0000000000,7.9078812225,1151.5189989776,719942.4011519994,576.0852565829,0.0000000000,5760.8525658287,655298659.1747517586
1,45,15333.7200000000,0.0000000000,0.0000000000,7.7487806464,1171.9453552408,752295.3683148792,583.8340372293,0.0000000000,5838.3403722926,645702258.9632418156
1,46,15667.0400000000,0.0000000000,0.0000000000,7.5928810533,1192.2830863829,785359.3897011192,591.4269182825,0.0000000000,5914.2691828252,635881570.6327340603
1,47,16000.3600000000,0.0000000000,0.0000000000,7.4401180418,1212.5344507090,819134.4653107191,598.8670363243,0.0000000000,5988.6703632430,625826592.5176657438
1,48,16333.6800000000,0.0000000000,0.0000000000,7.2904285063,1232.7016032119,853620.5951436791,606.1574648306,0.0000000000,6061.5746483060,615526232.2424148321
1,49,16667.0000000000,0.0000000000,0.0000000000,7.1437506108,1252.7866023071,888817.7791999993,613.3012154414,0.0000000000,6133.0121544139,604968169.0553321838
1,50,17000.3200000000,0.0000000000,0.0000000000,7.0000237634,1272.7914160028,924726.0174796792,620.3012392048,0.0000000000,6203.0123920477,594138689.6958047152
1,51,17333.6400000000,0.0000000000,0.0000000000,6.8591885912,1292.7179275630,961345.3099827191,627.1604277960,0.0000000000,6271.6042779596,583022491.7656819820
1,52,17666.9600000000,0.0000000000,0.0000000000,6.7211869159,1312.5679407136,998675.6567091191,633.8816147119,0.0000000000,6338.8161471187,571602446.8209966421
1,53,18000.2800000000,0.0000000000,0.0000000000,6.5859617297,1332.3431844369,1036717.0576588791,640.4675764416,0.0000000000,6404.6757644161,559859313.0381319523
1,54,18333.6000000000,0.0000000000,0.0000000000,6.4534571718,1352.0453173938,1075469.5128319990,646.9210336134,0.0000000000,6469.2103361341,547771384.0897228718
1,55,18666.9200000000,0.0000000000,0.0000000000,6.3236185051,1371.6759320081,1114933.0222284792,653.2446521186,0.0000000000,6532.4465211856,535314056.4176201820
1,56,19000.2400000000,0.0000000000,0.0000000000,6.1963920940,1391.2365582463,1155107.5858483189,659.4410442126,0.0000000000,6594.4104421261,522459290.8513597846
1,57,19333.5600000000,0.0000000000,0.0000000000,6.0717253819,1410.7286671179,1195993.2036915189,665.5127695945,0.0000000000,6655.1276959451,509174935.6259829998
1,58,19666.8800000000,0.0000000000,0.0000000000,5.9495668695,1430.1536739233,1237589.8757580789,671.4623364640,0.0000000000,6714.6233646401,495423864.9434912205
1,59,20000.2000000000,0.0000000000,0.0000000000,5.8298660938,1449.5129412714,1279897.6020479987,677.2922025578,0.0000000000,6772.9220255780,481162868.1114799976
1,60,20333.5200000000,0.0000000000,0.0000000000,5.7125736069,1468.8077818846,1322916.3825612788,683.0047761647,0.0000000000,6830.0477616474,466341195.3731444478
1,61,20666.8400000000,0.0000000000,0.0000000000,5.5976409560,1488.0394612128,1366646.2172979186,688.6024171208,0.0000000000,6886.0241712077,450898621.6900268793
1,62,21000.1600000000,0.0000000000,0.0000000000,5.4850206629,1507.2091998694,1411087.1062579185,694.0874377837,0.0000000000,6940.8743778370,434762818.2141883373
1,63,21333.4800000000,0.0000000000,0.0000000000,5.3746662048,1526.3181759056,1456239.0494412784,699.4621039885,0.0000000000,6994.6210398847,417845703.4652435184
1,64,21666.8000000000,0.0000000000,0.0000000000,5.2665319947,1545.3675269353,1502102.0468479984,704.7286359831,0.0000000000,7047.2863598313,400038245.3007183075
1,65,22000.1200000000,0.0000000000,0.0000000000,5.1605733629,1564.3583521235,1548676.0984780784,709.8892093460,0.0000000000,7098.8920934602,381202827.0237767100
1,66,22333.4400000000,0.0000000000,0.0000000000,5.0567465385,1583.2917140475,1595961.2043315182,714.9459558845,0.0000000000,7149.4595588450,361161621.4979417324
1,67,22666.7600000000,0.0000000000,0.0000000000,4.9550086311,1602.1686404422,1643957.3644083182,719.9009645156,0.0000000000,7199.0096451557,339678087.2814550400
1,68,23000.0800000000,0.0000000000,0.0000000000,4.8553176132,1620.9901258378,1692664.5787084782,724.7562821288,0.0000000000,7247.5628212882,316425859.2020925283
1,69,23333.4000000000,0.0000000000,0.0000000000,4.7576323031,1639.7571330972,1742082.8472319981,729.5139144320,0.0000000000,7295.1391443195,290932651.4079161882
1,70,23666.7200000000,0.0000000000,0.0000000000,4.6619123474,1658.4705948625,1792212.1699788780,734.1758267794,0.0000000000,7341.7582677937,262469234.3795115948
1,71,24000.0400000000,0.0000000000,0.0000000000,4.5681182047,1677.1314149144,1843052.5469491181,738.7439449840,0.0000000000,7387.4394498404,229799004.4915959537
1,72,24333.3600000000,0.0000000000,0.0000000000,4.4762111290,1695.7404694541,1894603.9781427179,743.2201561130,0.0000000000,7432.2015611299,190487535.7449335158
1,73,24666.6800000000,0.0000000000,0.0000000000,4.3861531540,1714.2986083103,1946866.4635596781,747.6063092669,0.0000000000,7476.0630926695,138158789.2346339226
1,74,25000.0000000000,0.0000000000,0.0000000000,4.2979070771,1732.8066560786,1999840.0031999978,751.9042163441,0.0000000000,7519.0421634409,127.4174397626
2,0,334.3200000000,0.0064980192,1000.0000000000,26.4180975160,54.7899743083,355.5271116800,26.4180975160,0.0000000000,264.1809751598,2015137054.2927224636
2,1,667.6400000000,0.0000000000,0.0000000000,25.8865854185,95.3948859941,1422.1084467200,52.3046829345,0.0000000000,523.0468293451,2065706503.0550191402
2,2,1000.9600000000,0.0000000000,0.0000000000,25.3657669416,131.9465686351,3199.7440051200,77.6704498761,0.0000000000,776.7044987612,2090204628.8612020016
2,3,1334.2800000000,0.0000000000,0.0000000000,24.8554269377,166.0921434755,5688.4337868800,102.5258768138,0.0000000000,1025.2587681380,2103656774.3029584885
2,4,1667.6000000000,0.0000000000,0.0000000000,24.3553545878,198.5532957603,8888.1777920000,126.8812314016,0.0000000000,1268.8123140158,2110878867.9000701904
2,5,2000.9200000000,0.0000000000,0.0000000000,23.8653433145,229.7323193005,12798.9760204800,150.7465747161,0.0000000000,1507.4657471610,2114049246.7950477600
2,6,2334.2400000000,0.0000000000,0.0000000000,23.3851906967,259.8839917535,17420.8284723200,174.1317654128,0.0000000000,1741.3176541275,2114343645.2089896202
2,7,2667.5600000000,0.0000000000,0.0000000000,22.9146983855,289.1832181233,22753.7351475200,197.0464637983,0.0000000000,1970.4646379827,2112470427.0290660858
2,8,3000.8800000000,0.0000000000,0.0000000000,22.4536720230,317.7569837251,28797.6960460800,219.5001358213,0.0000000000,2195.0013582131,2108889849.5081584454
2,9,3334.2000000000,0.0000000000,0.0000000000,22.0019211615,345.7013669369,35552.7111680000,241.5020569828,0.0000000000,2415.0205698284,2103917901.1663928032
2,10,3667.5200000000,0.0000000000,0.0000000000,21.5592591849,373.0914056096,43018.7805132800,263.0613161678,0.0000000000,2630.6131616778,2097780797.6219675541
2,11,4000.8400000000,0.0000000000,0.0000000000,21.1255032318,399.9871999488,51195.9040819200,284.1868193996,0.0000000000,2841.8681939956,2090645873.6423606873
2,12,4334.1600000000,0.0000000000,0.0000000000,20.7004741196,426.4378829543,60084.0818739200,304.8872935192,0.0000000000,3048.8729351918,2082640180.8164176941
2,13,4667.4800000000,0.0000000000,0.0000000000,20.2839962710,452.4843108254,69683.3138892800,325.1712897902,0.0000000000,3251.7128979020,2073862238.2943117619
2,14,5000.8000000000,0.0000000000,0.0000000000,19.8758976411,478.1609481938,79993.6001280000,345.0471874313,0.0000000000,3450.4718743126,2064389758.1796789169
2,15,5334.1200000000,0.0000000000,0.0000000000,19.4760096462,503.4972268660,91014.9405900800,364.5231970775,0.0000000000,3645.2319707745,2054284895.9546313286
2,16,5667.4400000000,0.0000000000,0.0000000000,19.0841670947,528.5185488639,102747.3352755200,383.6073641721,0.0000000000,3836.0736417213,2043597920.6457221508
2,17,6000.7600000000,0.0000000000,0.0000000000,18.7002081183,553.2470423463,115190.7841843200,402.3075722904,0.0000000000,4023.0757229042,2032369842.8949928284
2,18,6334.0800000000,0.0000000000,0.0000000000,18.3239741055,577.7021416439,128345.2873164800,420.6315463959,0.0000000000,4206.3154639588,2020634336.3309185505
2,19,6667.4000000000,0.0000000000,0.0000000000,17.9553096358,601.9010394383,142210.8446719999,438.5868560317,0.0000000000,4385.8685603168,2008419167.7879023552
2,20,7000.7200000000,0.0000000000,0.0000000000,17.5940624158,625.8590442502,156787.4562508799,456.1809184475,0.0000000000,4561.8091844750,1995747278.6742348671
2,21,7334.0400000000,0.0000000000,0.0000000000,17.2400832161,649.5898666287,172075.1220531199,473.4210016636,0.0000000000,4734.2100166359,1982637613.6816897392
2,22,7667.3600000000,0.0000000000,0.0000000000,16.8932258095,673.1058508558,188073.8420787199,490.3142274731,0.0000000000,4903.1422747313,1969105763.2401380539
