#Easting Northing Elev. Mass/Area  [-4->-3) [-3->-2) [-2->-1) [-1->0) [0->1) [1->2) [2->3) [3->4) 
497290 1409190 350 8.7e-19  0 0 0 5.3e-251 1.4e-140 4.8e-72 8.8e-37 1e+02 
497290 1410690 350 1.8e-19  0 0 0 8.8e-262 1.1e-146 3.3e-75 2e-38 1e+02 
497290 1412190 350 3.3e-20  0 0 0 3.7e-273 4.3e-153 1.6e-78 3.7e-40 1e+02 
497290 1413690 350 5.6e-21  0 0 0 4e-285 7.5e-160 4.8e-82 5.5e-42 1e+02 
497290 1415190 350 8.9e-22  0 0 0 1.1e-297 6.1e-167 1e-85 6.6e-44 1e+02 
497290 1416690 350 1.3e-22  0 0 0 0 2.3e-174 1.4e-89 6.5e-46 1e+02 
497290 1418190 350 1.7e-23  0 0 0 0 4e-182 1.3e-93 5.2e-48 1e+02 
497290 1419690 350 2.1e-24  0 0 0 0 3.2e-190 8.2e-98 3.3e-50 1e+02 
497290 1421190 350 2.3e-25  0 0 0 0 1.2e-198 3.4e-102 1.8e-52 1e+02 
497290 1422690 350 2.4e-26  0 0 0 0 2e-207 9.6e-107 7.5e-55 1e+02 
497290 1424190 350 2.2e-27  0 0 0 0 1.6e-216 1.8e-111 2.6e-57 1e+02 
497290 1425690 350 1.9e-28  0 0 0 0 5.7e-226 2.2e-116 7.3e-60 1e+02 
497290 1427190 350 1.5e-29  0 0 0 0 9.5e-236 1.9e-121 1.7e-62 1e+02 
497290 1428690 350 1.1e-30  0 0 0 0 7.4e-246 1.1e-126 3.1e-65 1e+02 
497290 1430190 350 7.5e-32  0 0 0 0 2.6e-256 4e-132 4.7e-68 1e+02 
497290 1431690 350 4.6e-33  0 0 0 0 4.3e-267 1e-137 5.7e-71 1e+02 
498790 1332690 350 4.6e-33  0 0 0 0 8.3e-267 1.4e-137 6.8e-71 1e+02 
498790 1334190 350 7.9e-32  0 0 0 0 8.4e-256 7.3e-132 6.4e-68 1e+02 
498790 1335690 350 1.3e-30  0 0 0 0 3.9e-245 2.5e-126 4.9e-65 1e+02 
498790 1337190 350 1.8e-29  0 0 0 0 8.5e-235 5.9e-121 3e-62 1e+02 
498790 1338690 350 2.4e-28  0 0 0 0 8.5e-225 9.2e-116 1.5e-59 1e+02 
498790 1340190 350 3e-27  0 0 0 0 3.9e-215 9.6e-111 6.2e-57 1e+02 
498790 1341690 350 3.4e-26  0 0 0 0 8.3e-206 6.7e-106 2.1e-54 1e+02 
498790 1343190 350 3.5e-25  0 0 0 0 8.2e-197 3.1e-101 5.5e-52 1e+02 
498790 1344690 350 3.3e-24  0 0 0 0 3.7e-188 9.7e-97 1.2e-49 1e+02 
498790 1346190 350 2.9e-23  0 0 0 0 7.8e-180 2e-92 2.2e-47 1e+02 
498790 1347690 350 2.3e-22  0 0 0 0 7.5e-172 2.8e-88 3.1e-45 1e+02 
498790 1349190 350 1.7e-21  0 0 0 7.8e-293 3.3e-164 2.7e-84 3.6e-43 1e+02 
498790 1350690 350 1.2e-20  0 0 0 7.1e-280 6.8e-157 1.7e-80 3.4e-41 1e+02 
498790 1352190 350 7.2e-20  0 0 0 1.6e-267 6.5e-150 7e-77 2.7e-39 1e+02 
498790 1353690 350 4.1e-19  0 0 0 9.5e-256 2.8e-143 2e-73 1.7e-37 1e+02 
498790 1355190 350 2.1e-18  0 0 0 1.4e-244 5.7e-137 3.7e-70 8.5e-36 1e+02 
498790 1356690 350 1e-17  0 0 0 5.4e-234 5.4e-131 4.6e-67 3.5e-34 1e+02 
498790 1358190 350 4.5e-17  0 0 0 5.2e-224 2.3e-125 3.9e-64 1.2e-32 1e+02 
498790 1359690 350 1.8e-16  0 0 0 1.3e-214 4.6e-120 2.2e-61 3.2e-31 1e+02 
498790 1361190 350 6.8e-16  0 0 0 8e-206 4.2e-115 8.3e-59 7.1e-30 1e+02 
498790 1362690 350 2.3e-15  0 0 0 1.3e-197 1.8e-110 2.1e-56 1.3e-28 1e+02 
498790 1364190 350 7.3e-15  0 0 2e-302 5.2e-190 3.6e-106 3.6e-54 1.9e-27 1e+02 
498790 1365690 350 2.1e-14  0 0 2.6e-291 5.4e-183 3.2e-102 4e-52 2.2e-26 1e+02 
498790 1367190 350 5.5e-14  0 0 3.7e-281 1.4e-176 1.4e-98 3.1e-50 2.1e-25 1e+02 
498790 1368690 350 1.3e-13  0 0 6.3e-272 9.6e-171 2.6e-95 1.6e-48 1.7e-24 1e+02 
498790 1370190 350 2.9e-13  0 0 1.2e-263 1.6e-165 2.4e-92 5.3e-47 1.1e-23 1e+02 
498790 1371690 350 5.8e-13  0 0 2.7e-256 7.2e-161 9.9e-90 1.2e-45 5.4e-23 1e+02 
498790 1373190 350 1.1e-12  0 0 7e-250 8.1e-157 1.9e-87 1.9e-44 2.3e-22 1e+02 
498790 1374690 350 1.8e-12  0 0 2.1e-244 2.3e-153 1.7e-85 1.9e-43 7.7e-22 1e+02 
498790 1376190 350 2.8e-12  0 0 7.1e-240 1.7e-150 7e-84 1.3e-42 2.1e-21 1e+02 
498790 1377690 350 4e-12  0 0 2.8e-236 3.1e-148 1.3e-82 6.1e-42 4.7e-21 1e+02 
498790 1379190 350 5.1e-12  0 5e-308 1.3e-233 1.5e-146 1.2e-81 1.9e-41 8.5e-21 1e+02 
498790 1380690 350 6.1e-12  0 9.1e-306 6.7e-232 1.8e-145 4.8e-81 4e-41 1.3e-20 1e+02 
498790 1382190 350 6.5e-12  0 9.7e-305 4.1e-231 5.7e-145 9.2e-81 5.5e-41 1.5e-20 1e+02 
498790 1383690 350 6.4e-12  0 6e-305 2.8e-231 4.5e-145 8.1e-81 5.2e-41 1.4e-20 1e+02 
498790 1385190 350 5.8e-12  0 2.2e-306 2.3e-232 9.3e-146 3.3e-81 3.2e-41 1.1e-20 1e+02 
498790 1386690 350 4.8e-12  0 4.7e-309 2.1e-234 4.8e-147 6.2e-82 1.4e-41 7.2e-21 1e+02 
498790 1388190 350 3.6e-12  0 0 2.3e-237 6.4e-149 5.4e-83 3.9e-42 3.7e-21 1e+02 
498790 1389690 350 2.5e-12  0 0 2.8e-241 2.2e-151 2.2e-84 7.3e-43 1.5e-21 1e+02 
498790 1391190 350 1.6e-12  0 0 4e-246 1.9e-154 4.1e-86 9.3e-44 5.2e-22 1e+02 
498790 1392690 350 9e-13  0 0 6.5e-252 4.2e-158 3.6e-88 7.9e-45 1.4e-22 1e+02 
498790 1394190 350 4.8e-13  0 0 1.2e-258 2.4e-162 1.4e-90 4.5e-46 3.2e-23 1e+02 
498790 1395690 350 2.3e-13  0 0 2.7e-266 3.4e-167 2.7e-93 1.7e-47 5.8e-24 1e+02 
498790 1397190 350 1e-13  0 0 6.7e-275 1.3e-172 2.3e-96 4.4e-49 8.6e-25 1e+02 
498790 1398690 350 4.1e-14  0 0 1.9e-284 1.2e-178 9.1e-100 7.6e-51 1e-25 1e+02 
498790 1400190 350 1.5e-14  0 0 6.4e-295 2.9e-185 1.7e-103 8.7e-53 9.9e-27 1e+02 
498790 1401690 350 5.2e-15  0 0 2.4e-306 1.7e-192 1.4e-107 6.7e-55 7.8e-28 1e+02 
498790 1403190 350 1.6e-15  0 0 0 2.7e-200 5.6e-112 3.5e-57 5e-29 1e+02 
498790 1404690 350 4.6e-16  0 0 0 1.1e-208 1e-116 1.2e-59 2.6e-30 1e+02 
498790 1406190 350 1.2e-16  0 0 0 1.1e-217 8.6e-122 2.8e-62 1.1e-31 1e+02 
498790 1407690 350 2.9e-17  0 0 0 2.8e-227 3.3e-127 4.3e-65 3.7e-33 1e+02 
498790 1409190 350 6.5e-18  0 0 0 1.9e-237 6e-133 4.5e-68 1e-34 1e+02 
498790 1410690 350 1.3e-18  0 0 0 3.1e-248 4.9e-139 3.1e-71 2.3e-36 1e+02 
498790 1412190 350 2.4e-19  0 0 0 1.3e-259 1.9e-145 1.4e-74 4.3e-38 1e+02 
498790 1413690 350 4.2e-20  0 0 0 1.4e-271 3.3e-152 4.5e-78 6.4e-40 1e+02 
498790 1415190 350 6.5e-21  0 0 0 3.9e-284 2.7e-159 9.4e-82 7.7e-42 1e+02 
498790 1416690 350 9.4e-22  0 0 0 2.8e-297 1e-166 1.3e-85 7.6e-44 1e+02 
498790 1418190 350 1.2e-22  0 0 0 0 1.8e-174 1.2e-89 6e-46 1e+02 
498790 1419690 350 1.5e-23  0 0 0 0 1.4e-182 7.7e-94 3.9e-48 1e+02 
498790 1421190 350 1.7e-24  0 0 0 0 5.2e-191 3.2e-98 2.1e-50 1e+02 
498790 1422690 350 1.7e-25  0 0 0 0 8.9e-200 9e-103 8.8e-53 1e+02 
498790 1424190 350 1.6e-26  0 0 0 0 7e-209 1.7e-107 3e-55 1e+02 
498790 1425690 350 1.4e-27  0 0 0 0 2.6e-218 2.1e-112 8.6e-58 1e+02 
498790 1427190 350 1.1e-28  0 0 0 0 4.3e-228 1.8e-117 2e-60 1e+02 
498790 1428690 350 8.2e-30  0 0 0 0 3.3e-238 1e-122 3.6e-63 1e+02 
498790 1430190 350 5.5e-31  0 0 0 0 1.2e-248 3.7e-128 5.4e-66 1e+02 
498790 1431690 350 3.4e-32  0 0 0 0 2e-259 9.4e-134 6.6e-69 1e+02 
500290 1332690 350 3e-32  0 0 0 0 1.7e-259 8.8e-134 6.4e-69 1e+02 
500290 1334190 350 5.3e-31  0 0 0 0 1.8e-248 4.6e-128 6e-66 1e+02 
500290 1335690 350 8.3e-30  0 0 0 0 8.2e-238 1.6e-122 4.6e-63 1e+02 
500290 1337190 350 1.2e-28  0 0 0 0 1.8e-227 3.7e-117 2.9e-60 1e+02 
500290 1338690 350 1.6e-27  0 0 0 0 1.8e-217 5.8e-112 1.4e-57 1e+02 
500290 1340190 350 2e-26  0 0 0 0 8.1e-208 6e-107 5.9e-55 1e+02 
500290 1341690 350 2.3e-25  0 0 0 0 1.7e-198 4.2e-102 2e-52 1e+02 
500290 1343190 350 2.3e-24  0 0 0 0 1.7e-189 2e-97 5.3e-50 1e+02 
500290 1344690 350 2.2e-23  0 0 0 0 7.7e-181 6.1e-93 1.2e-47 1e+02 
500290 1346190 350 2e-22  0 0 0 0 1.6e-172 1.3e-88 2e-45 1e+02 
500290 1347690 350 1.6e-21  0 0 0 2e-293 1.5e-164 1.8e-84 2.9e-43 1e+02 
500290 1349190 350 1.2e-20  0 0 0 7.1e-280 6.8e-157 1.7e-80 3.4e-41 1e+02 
500290 1350690 350 7.8e-20  0 0 0 6.4e-267 1.4e-149 1e-76 3.3e-39 1e+02 
500290 1352190 350 4.9e-19  0 0 0 1.5e-254 1.3e-142 4.4e-73 2.5e-37 1e+02 
500290 1353690 350 2.8e-18  0 0 0 8.5e-243 5.8e-136 1.2e-69 1.6e-35 1e+02 
500290 1355190 350 1.5e-17  0 0 0 1.3e-231 1.2e-129 2.3e-66 8.1e-34 1e+02 
500290 1356690 350 7.1e-17  0 0 0 4.8e-221 1.1e-123 2.9e-63 3.3e-32 1e+02 
500290 1358190 350 3.1e-16  0 0 0 4.6e-211 4.7e-118 2.4e-60 1.1e-30 1e+02 
500290 1359690 350 1.3e-15  0 0 0 1.1e-201 9.3e-113 1.4e-57 3.1e-29 1e+02 
500290 1361190 350 4.7e-15  0 0 6.3e-307 7.1e-193 8.6e-108 5.2e-55 6.8e-28 1e+02 
500290 1362690 350 1.6e-14  0 0 5.6e-294 1.1e-184 3.6e-103 1.3e-52 1.2e-26 1e+02 
500290 1364190 350 5.1e-14  0 0 6.2e-282 4.6e-177 7.1e-99 2.2e-50 1.8e-25 1e+02 
500290 1365690 350 1.5e-13  0 0 7.8e-271 4.7e-170 6.5e-95 2.5e-48 2.1e-24 1e+02 
500290 1367190 350 3.8e-13  0 0 1.1e-260 1.2e-163 2.7e-91 1.9e-46 2e-23 1e+02 
500290 1368690 350 9.2e-13  0 0 1.9e-251 8.3e-158 5.3e-88 9.6e-45 1.6e-22 1e+02 
500290 1370190 350 2e-12  0 0 3.7e-243 1.4e-152 4.7e-85 3.3e-43 1e-21 1e+02 
500290 1371690 350 4.1e-12  0 1.2e-310 8.3e-236 6.2e-148 2e-82 7.5e-42 5.2e-21 1e+02 
500290 1373190 350 7.7e-12  0 1.8e-302 2.1e-229 7e-144 3.8e-80 1.1e-40 2.2e-20 1e+02 
500290 1374690 350 1.3e-11  0 2.7e-295 6.3e-224 2e-140 3.4e-78 1.2e-39 7.4e-20 1e+02 
500290 1376190 350 2e-11  0 2.5e-289 2.1e-219 1.4e-137 1.4e-76 8.1e-39 2e-19 1e+02 
500290 1377690 350 2.8e-11  0 1.3e-284 8.5e-216 2.7e-135 2.6e-75 3.8e-38 4.6e-19 1e+02 
500290 1379190 350 3.7e-11  0 4e-281 3.8e-213 1.3e-133 2.3e-74 1.2e-37 8.2e-19 1e+02 
500290 1380690 350 4.4e-11  0 7.3e-279 2e-211 1.6e-132 9.5e-74 2.4e-37 1.2e-18 1e+02 
500290 1382190 350 4.7e-11  0 7.7e-278 1.2e-210 4.9e-132 1.8e-73 3.4e-37 1.4e-18 1e+02 
500290 1383690 350 4.6e-11  0 4.8e-278 8.5e-211 3.9e-132 1.6e-73 3.2e-37 1.4e-18 1e+02 
500290 1385190 350 4.2e-11  0 1.8e-279 6.8e-212 7.9e-133 6.5e-74 2e-37 1.1e-18 1e+02 
500290 1386690 350 3.4e-11  0 3.8e-282 6.3e-214 4.1e-134 1.2e-74 8.3e-38 6.9e-19 1e+02 
500290 1388190 350 2.6e-11  0 4.7e-286 6.8e-217 5.5e-136 1.1e-75 2.4e-38 3.6e-19 1e+02 
500290 1389690 350 1.8e-11  0 3.5e-291 8.4e-221 1.9e-138 4.4e-77 4.5e-39 1.5e-19 1e+02 
500290 1391190 350 1.1e-11  0 1.5e-297 1.2e-225 1.6e-141 8.2e-79 5.7e-40 5.1e-20 1e+02 
500290 1392690 350 6.4e-12  0 3.8e-305 2e-231 3.6e-145 7.1e-81 4.8e-41 1.4e-20 1e+02 
500290 1394190 350 3.4e-12  0 0 3.7e-238 2.1e-149 2.9e-83 2.8e-42 3.1e-21 1e+02 
500290 1395690 350 1.6e-12  0 0 8.2e-246 3e-154 5.3e-86 1.1e-43 5.6e-22 1e+02 
500290 1397190 350 7.1e-13  0 0 2e-254 1.1e-159 4.6e-89 2.7e-45 8.3e-23 1e+02 
500290 1398690 350 2.9e-13  0 0 5.9e-264 1e-165 1.8e-92 4.7e-47 9.8e-24 1e+02 
500290 1400190 350 1.1e-13  0 0 2e-274 2.5e-172 3.4e-96 5.4e-49 9.5e-25 1e+02 
500290 1401690 350 3.6e-14  0 0 7.6e-286 1.5e-179 2.9e-100 4.2e-51 7.5e-26 1e+02 
500290 1403190 350 1.1e-14  0 0 3.3e-298 2.4e-187 1.1e-104 2.1e-53 4.8e-27 1e+02 
500290 1404690 350 3.2e-15  0 0 0 9.6e-196 2.1e-109 7.4e-56 2.5e-28 1e+02 
500290 1406190 350 8.4e-16  0 0 0 9.7e-205 1.7e-114 1.7e-58 1e-29 1e+02 
500290 1407690 350 2e-16  0 0 0 2.5e-214 6.8e-120 2.7e-61 3.6e-31 1e+02 
500290 1409190 350 4.4e-17  0 0 0 1.7e-224 1.2e-125 2.8e-64 9.9e-33 1e+02 
500290 1410690 350 8.9e-18  0 0 0 2.8e-235 1e-131 1.9e-67 2.2e-34 1e+02 
500290 1412190 350 1.7e-18  0 0 0 1.2e-246 3.9e-138 9e-71 4.1e-36 1e+02 
500290 1413690 350 2.8e-19  0 0 0 1.3e-258 6.8e-145 2.8e-74 6.1e-38 1e+02 
500290 1415190 350 4.4e-20  0 0 0 3.5e-271 5.6e-152 5.9e-78 7.3e-40 1e+02 
500290 1416690 350 6.4e-21  0 0 0 2.5e-284 2.1e-159 8.2e-82 7.2e-42 1e+02 
500290 1418190 350 8.4e-22  0 0 0 4.5e-298 3.6e-167 7.7e-86 5.7e-44 1e+02 
500290 1419690 350 1e-22  0 0 0 0 2.9e-175 4.8e-90 3.7e-46 1e+02 
500290 1421190 350 1.1e-23  0 0 0 0 1.1e-183 2e-94 2e-48 1e+02 
500290 1422690 350 1.2e-24  0 0 0 0 1.9e-192 5.7e-99 8.3e-51 1e+02 
500290 1424190 350 1.1e-25  0 0 0 0 1.5e-201 1.1e-103 2.9e-53 1e+02 
500290 1425690 350 9.4e-27  0 0 0 0 5.3e-211 1.3e-108 8.1e-56 1e+02 
500290 1427190 350 7.5e-28  0 0 0 0 8.9e-221 1.1e-113 1.9e-58 1e+02 
500290 1428690 350 5.4e-29  0 0 0 0 6.9e-231 6.3e-119 3.4e-61 1e+02 
500290 1430190 350 3.6e-30  0 0 0 0 2.5e-241 2.4e-124 5.2e-64 1e+02 
500290 1431690 350 2.2e-31  0 0 0 0 4.1e-252 5.9e-130 6.3e-67 1e+02 
501790 1332690 350 1.9e-31  0 0 0 0 1.7e-252 3.7e-130 5e-67 1e+02 
501790 1334190 350 3.2e-30  0 0 0 0 1.7e-241 1.9e-124 4.7e-64 1e+02 
501790 1335690 350 5.1e-29  0 0 0 0 7.9e-231 6.7e-119 3.6e-61 1e+02 
501790 1337190 350 7.4e-28  0 0 0 0 1.7e-220 1.6e-113 2.2e-58 1e+02 
501790 1338690 350 1e-26  0 0 0 0 1.7e-210 2.4e-108 1.1e-55 1e+02 
501790 1340190 350 1.2e-25  0 0 0 0 7.8e-201 2.5e-103 4.5e-53 1e+02 
501790 1341690 350 1.4e-24  0 0 0 0 1.7e-191 1.8e-98 1.5e-50 1e+02 
501790 1343190 350 1.4e-23  0 0 0 0 1.6e-182 8.2e-94 4.1e-48 1e+02 
501790 1344690 350 1.4e-22  0 0 0 0 7.3e-174 2.6e-89 8.9e-46 1e+02 
501790 1346190 350 1.2e-21  0 0 0 3.3e-295 1.5e-165 5.3e-85 1.6e-43 1e+02 
501790 1347690 350 9.7e-21  0 0 0 4.6e-281 1.5e-157 7.5e-81 2.3e-41 1e+02 
501790 1349190 350 7.2e-20  0 0 0 1.6e-267 6.5e-150 7e-77 2.7e-39 1e+02 
501790 1350690 350 4.9e-19  0 0 0 1.5e-254 1.3e-142 4.4e-73 2.5e-37 1e+02 
501790 1352190 350 3e-18  0 0 0 3.3e-242 1.3e-135 1.8e-69 2e-35 1e+02 
501790 1353690 350 1.7e-17  0 0 0 1.9e-230 5.5e-129 5.1e-66 1.2e-33 1e+02 
501790 1355190 350 9.2e-17  0 0 0 2.9e-219 1.1e-122 9.6e-63 6.3e-32 1e+02 
501790 1356690 350 4.4e-16  0 0 0 1.1e-208 1e-116 1.2e-59 2.6e-30 1e+02 
501790 1358190 350 2e-15  0 0 0 1e-198 4.4e-111 1e-56 8.7e-29 1e+02 
501790 1359690 350 8e-15  0 0 2.5e-301 2.6e-189 8.7e-106 5.7e-54 2.4e-27 1e+02 
501790 1361190 350 3e-14  0 0 2.1e-287 1.6e-180 8e-101 2.1e-51 5.3e-26 1e+02 
501790 1362690 350 1e-13  0 0 2e-274 2.5e-172 3.4e-96 5.4e-49 9.5e-25 1e+02 
501790 1364190 350 3.2e-13  0 0 2.2e-262 1e-164 6.6e-92 9.1e-47 1.4e-23 1e+02 
501790 1365690 350 9.4e-13  0 0 2.8e-251 1e-157 6e-88 1e-44 1.7e-22 1e+02 
501790 1367190 350 2.5e-12  0 0 4e-241 2.7e-151 2.5e-84 7.8e-43 1.6e-21 1e+02 
501790 1368690 350 6e-12  0 9.1e-306 6.7e-232 1.8e-145 4.8e-81 4e-41 1.3e-20 1e+02 
501790 1370190 350 1.3e-11  0 7e-295 1.3e-223 3.1e-140 4.3e-78 1.3e-39 8e-20 1e+02 
501790 1371690 350 2.7e-11  0 3.1e-285 2.9e-216 1.4e-135 1.8e-75 3.1e-38 4.1e-19 1e+02 
501790 1373190 350 5e-11  0 8.2e-277 7.3e-210 1.5e-131 3.4e-73 4.7e-37 1.7e-18 1e+02 
501790 1374690 350 8.6e-11  0 1.3e-269 2.2e-204 4.3e-128 3.1e-71 4.8e-36 5.8e-18 1e+02 
501790 1376190 350 1.3e-10  0 1.1e-263 7.4e-200 3.1e-125 1.3e-69 3.3e-35 1.6e-17 1e+02 
501790 1377690 350 1.9e-10  0 6e-259 2.9e-196 5.8e-123 2.4e-68 1.5e-34 3.6e-17 1e+02 
501790 1379190 350 2.5e-10  0 1.9e-255 1.3e-193 2.8e-121 2.1e-67 4.7e-34 6.5e-17 1e+02 
501790 1380690 350 2.9e-10  0 3.4e-253 6.9e-192 3.4e-120 8.7e-67 9.8e-34 9.5e-17 1e+02 
501790 1382190 350 3.1e-10  0 3.6e-252 4.1e-191 1.1e-119 1.6e-66 1.4e-33 1.1e-16 1e+02 
501790 1383690 350 3.1e-10  0 2.2e-252 2.9e-191 8.4e-120 1.4e-66 1.3e-33 1.1e-16 1e+02 
501790 1385190 350 2.8e-10  0 8.1e-254 2.3e-192 1.7e-120 5.9e-67 8.1e-34 8.6e-17 1e+02 
501790 1386690 350 2.3e-10  0 1.7e-256 2.2e-194 8.9e-122 1.1e-67 3.4e-34 5.4e-17 1e+02 
501790 1388190 350 1.7e-10  0 2.2e-260 2.3e-197 1.2e-123 9.8e-69 9.6e-35 2.8e-17 1e+02 
501790 1389690 350 1.2e-10  0 1.6e-265 2.9e-201 4.1e-126 4e-70 1.8e-35 1.2e-17 1e+02 
501790 1391190 350 7.4e-11  0 7e-272 4.1e-206 3.5e-129 7.5e-72 2.3e-36 4e-18 1e+02 
501790 1392690 350 4.2e-11  0 1.8e-279 6.8e-212 7.9e-133 6.5e-74 2e-37 1.1e-18 1e+02 
501790 1394190 350 2.2e-11  0 2.6e-288 1.3e-218 4.5e-137 2.6e-76 1.1e-38 2.4e-19 1e+02 
501790 1395690 350 1.1e-11  0 2.2e-298 2.8e-226 6.5e-142 4.9e-79 4.3e-40 4.4e-20 1e+02 
501790 1397190 350 4.6e-12  0 1.2e-309 7.2e-235 2.4e-147 4.2e-82 1.1e-41 6.5e-21 1e+02 
501790 1398690 350 1.9e-12  0 0 2.1e-244 2.3e-153 1.7e-85 1.9e-43 7.7e-22 1e+02 
501790 1400190 350 6.8e-13  0 0 7e-255 5.6e-160 3.1e-89 2.2e-45 7.4e-23 1e+02 
501790 1401690 350 2.3e-13  0 0 2.7e-266 3.4e-167 2.7e-93 1.7e-47 5.8e-24 1e+02 
501790 1403190 350 7.2e-14  0 0 1.2e-278 5.4e-175 1.1e-97 8.9e-50 3.7e-25 1e+02 
501790 1404690 350 2e-14  0 0 6e-292 2.2e-183 1.9e-102 3.1e-52 1.9e-26 1e+02 
501790 1406190 350 5.3e-15  0 0 3.5e-306 2.2e-192 1.6e-107 7.2e-55 8.1e-28 1e+02 
501790 1407690 350 1.3e-15  0 0 0 5.7e-202 6.3e-113 1.1e-57 2.8e-29 1e+02 
501790 1409190 350 2.8e-16  0 0 0 3.8e-212 1.1e-118 1.2e-60 7.7e-31 1e+02 
501790 1410690 350 5.6e-17  0 0 0 6.3e-223 9.5e-125 8.1e-64 1.7e-32 1e+02 
501790 1412190 350 1e-17  0 0 0 2.7e-234 3.6e-131 3.8e-67 3.2e-34 1e+02 
501790 1413690 350 1.8e-18  0 0 0 2.9e-246 6.4e-138 1.2e-70 4.7e-36 1e+02 
501790 1415190 350 2.8e-19  0 0 0 8.1e-259 5.3e-145 2.5e-74 5.7e-38 1e+02 
501790 1416690 350 4e-20  0 0 0 5.7e-272 2e-152 3.5e-78 5.6e-40 1e+02 
501790 1418190 350 5.2e-21  0 0 0 1e-285 3.5e-160 3.2e-82 4.4e-42 1e+02 
501790 1419690 350 6.3e-22  0 0 0 4.7e-300 2.8e-168 2e-86 2.9e-44 1e+02 
501790 1421190 350 7e-23  0 0 0 0 1e-176 8.5e-91 1.5e-46 1e+02 
501790 1422690 350 7.2e-24  0 0 0 0 1.8e-185 2.4e-95 6.4e-49 1e+02 
501790 1424190 350 6.7e-25  0 0 0 0 1.4e-194 4.5e-100 2.2e-51 1e+02 
501790 1425690 350 5.8e-26  0 0 0 0 5.1e-204 5.6e-105 6.3e-54 1e+02 
501790 1427190 350 4.6e-27  0 0 0 0 8.6e-214 4.7e-110 1.4e-56 1e+02 
501790 1428690 350 3.3e-28  0 0 0 0 6.6e-224 2.7e-115 2.6e-59 1e+02 
501790 1430190 350 2.2e-29  0 0 0 0 2.4e-234 1e-120 4e-62 1e+02 
501790 1431690 350 1.4e-30  0 0 0 0 3.9e-245 2.5e-126 4.9e-65 1e+02 
503290 1332690 350 1e-30  0 0 0 0 7.4e-246 1.1e-126 3.1e-65 1e+02 
503290 1334190 350 1.8e-29  0 0 0 0 7.5e-235 5.5e-121 2.9e-62 1e+02 
503290 1335690 350 2.9e-28  0 0 0 0 3.5e-224 1.9e-115 2.2e-59 1e+02 
503290 1337190 350 4.2e-27  0 0 0 0 7.6e-214 4.4e-110 1.4e-56 1e+02 
503290 1338690 350 5.6e-26  0 0 0 0 7.5e-204 6.9e-105 7e-54 1e+02 
503290 1340190 350 6.9e-25  0 0 0 0 3.5e-194 7.2e-100 2.8e-51 1e+02 
503290 1341690 350 7.8e-24  0 0 0 0 7.3e-185 5e-95 9.4e-49 1e+02 
503290 1343190 350 8.2e-23  0 0 0 0 7.1e-176 2.3e-90 2.5e-46 1e+02 
503290 1344690 350 7.8e-22  0 0 0 3.6e-298 3.2e-167 7.2e-86 5.6e-44 1e+02 
503290 1346190 350 6.8e-21  0 0 0 1.9e-283 6.7e-159 1.5e-81 9.9e-42 1e+02 
503290 1347690 350 5.5e-20  0 0 0 2.7e-269 6.4e-151 2.1e-77 1.4e-39 1e+02 
503290 1349190 350 4.1e-19  0 0 0 9.5e-256 2.8e-143 2e-73 1.7e-37 1e+02 
503290 1350690 350 2.8e-18  0 0 0 8.5e-243 5.8e-136 1.2e-69 1.6e-35 1e+02 
503290 1352190 350 1.7e-17  0 0 0 1.9e-230 5.5e-129 5.1e-66 1.2e-33 1e+02 
503290 1353690 350 1e-16  0 0 0 1.1e-218 2.4e-122 1.4e-62 7.7e-32 1e+02 
503290 1355190 350 5.3e-16  0 0 0 1.7e-207 4.8e-116 2.7e-59 3.9e-30 1e+02 
503290 1356690 350 2.6e-15  0 0 0 6.3e-197 4.4e-110 3.3e-56 1.6e-28 1e+02 
503290 1358190 350 1.1e-14  0 0 1.4e-297 6e-187 1.9e-104 2.8e-53 5.5e-27 1e+02 
503290 1359690 350 4.7e-14  0 0 1e-282 1.5e-177 3.8e-99 1.6e-50 1.5e-25 1e+02 
503290 1361190 350 1.8e-13  0 0 8.5e-269 9e-169 3.4e-94 5.9e-48 3.3e-24 1e+02 
503290 1362690 350 6.1e-13  0 0 8.1e-256 1.4e-160 1.5e-89 1.5e-45 6e-23 1e+02 
503290 1364190 350 1.9e-12  0 0 8.8e-244 5.7e-153 2.8e-85 2.5e-43 8.8e-22 1e+02 
503290 1365690 350 5.6e-12  0 8.6e-307 1.1e-232 5.9e-146 2.6e-81 2.8e-41 1.1e-20 1e+02 
503290 1367190 350 1.5e-11  0 1.9e-293 1.6e-222 1.5e-139 1.1e-77 2.1e-39 1e-19 1e+02 
503290 1368690 350 3.6e-11  0 2.5e-281 2.7e-213 1e-133 2.1e-74 1.1e-37 8e-19 1e+02 
503290 1370190 350 8e-11  0 1.9e-270 5.1e-205 1.7e-128 1.8e-71 3.7e-36 5.1e-18 1e+02 
503290 1371690 350 1.6e-10  0 8.5e-261 1.1e-197 7.6e-124 7.6e-69 8.4e-35 2.6e-17 1e+02 
503290 1373190 350 3.1e-10  0 2.2e-252 2.9e-191 8.4e-120 1.4e-66 1.3e-33 1.1e-16 1e+02 
503290 1374690 350 5.2e-10  0 3.4e-245 8.5e-186 2.4e-116 1.3e-64 1.3e-32 3.7e-16 1e+02 
