#Easting Northing Elev. Mass/Area  [-4->-3) [-3->-2) [-2->-1) [-1->0) [0->1) [1->2) [2->3) [3->4) 
539290 1359690 350 4.8e-07  2.3e-200 9.3e-156 9.8e-118 2.2e-73 2.1e-40 4.8e-20 1.5e-09 1e+02 
539290 1361190 350 2e-06  5e-177 1.6e-137 7.3e-104 1.2e-64 1.8e-35 1.7e-17 3.4e-08 1e+02 
539290 1362690 350 8.1e-06  2.8e-155 1.6e-120 6.3e-91 1.8e-56 7.2e-31 4.2e-15 6e-07 1e+02 
539290 1364190 350 3e-05  4.2e-135 9.2e-105 6.1e-79 6.4e-49 1.3e-26 6.7e-13 8.8e-06 1e+02 
539290 1365690 350 0.0001  1.6e-116 3e-90 6.8e-68 5.9e-42 1.1e-22 7.2e-11 0.0001 1e+02 
539290 1367190 350 0.00034  1.6e-99 5.8e-77 8.6e-58 1.4e-35 4.1e-19 5.2e-09 0.00097 1e+02 
539290 1368690 350 0.001  4.2e-84 6.4e-65 1.2e-48 8e-30 7.3e-16 2.5e-07 0.0073 1e+02 
539290 1370190 350 0.003  2.9e-70 4.1e-54 2.1e-40 1.2e-24 6e-13 8.2e-06 0.045 1e+02 
539290 1371690 350 0.008  5.3e-58 1.6e-44 4e-33 4.6e-20 2.3e-10 0.00018 0.22 1e+02 
539290 1373190 350 0.021  2.5e-47 3.4e-36 8.9e-27 4.4e-16 4e-08 0.0027 0.88 99 
539290 1374690 350 0.05  3.2e-38 4.4e-29 2.3e-21 1.1e-12 3.3e-06 0.026 2.8 97 
539290 1376190 350 0.12  1.1e-30 3.3e-23 6.7e-17 7e-10 0.00012 0.17 7 93 
539290 1377690 350 0.25  9.5e-25 1.5e-18 2.3e-13 1.1e-07 0.0021 0.72 14 85 
539290 1379190 350 0.48  2.3e-20 3.8e-15 8.8e-11 4.6e-06 0.016 2 22 76 
539290 1380690 350 0.8  1.5e-17 5.9e-13 4.1e-09 5e-05 0.06 3.9 28 68 
539290 1382190 350 1  2.8e-16 5.8e-12 2.3e-08 0.00015 0.11 5.2 31 64 
539290 1383690 350 0.97  1.6e-16 3.7e-12 1.6e-08 0.00012 0.096 4.9 30 65 
539290 1385190 350 0.69  2.6e-18 1.5e-13 1.4e-09 2.6e-05 0.042 3.3 26 70 
539290 1386690 350 0.4  1.2e-21 3.7e-16 1.5e-11 1.5e-06 0.0089 1.5 19 79 
539290 1388190 350 0.2  1.5e-26 5.6e-20 1.9e-14 2.4e-08 0.00088 0.47 11 88 
539290 1389690 350 0.089  5e-33 5e-25 2.8e-18 9.4e-11 4e-05 0.095 5.3 95 
539290 1391190 350 0.038  4.4e-41 2.6e-31 4.6e-23 9.4e-14 8.2e-07 0.013 1.9 98 
539290 1392690 350 0.015  1e-50 7.7e-39 8.7e-29 2.4e-17 7.8e-09 0.0011 0.57 99 
539290 1394190 350 0.0059  6.4e-62 1.4e-47 1.9e-35 1.6e-21 3.4e-11 6.7e-05 0.13 1e+02 
539290 1395690 350 0.0021  1.1e-74 1.4e-57 4.8e-43 2.6e-26 7e-14 2.7e-06 0.025 1e+02 
539290 1397190 350 0.00073  4.6e-89 8.4e-69 1.4e-51 1.1e-31 6.6e-17 7.2e-08 0.0038 1e+02 
539290 1398690 350 0.00023  5.2e-105 2.9e-81 4.7e-61 1.2e-37 2.9e-20 1.3e-09 0.00047 1e+02 
539290 1400190 350 7.1e-05  1.5e-122 6e-95 1.8e-71 3.3e-44 5.8e-24 1.6e-11 4.6e-05 1e+02 
539290 1401690 350 2e-05  1.2e-141 7e-110 7.8e-83 2.3e-51 5.4e-28 1.3e-13 3.7e-06 1e+02 
539290 1403190 350 5.3e-06  2.4e-162 4.7e-126 3.9e-95 3.9e-59 2.3e-32 7e-16 2.4e-07 1e+02 
539290 1404690 350 1.3e-06  1.2e-184 1.8e-143 2.2e-108 1.7e-67 4.5e-37 2.5e-18 1.2e-08 1e+02 
539290 1406190 350 3e-07  1.7e-208 4.1e-162 1.4e-122 1.9e-76 4.1e-42 6.1e-21 5.1e-10 1e+02 
539290 1407690 350 6.5e-08  5.9e-234 5.3e-182 1e-137 5.4e-86 1.7e-47 9.9e-24 1.7e-11 1e+02 
539290 1409190 350 1.3e-08  5.5e-261 3.9e-203 8.7e-154 3.9e-96 3.2e-53 1.1e-26 4.8e-13 1e+02 
539290 1410690 350 2.4e-09  1.3e-289 1.7e-225 8.3e-171 6.9e-107 2.8e-59 7.7e-30 1.1e-14 1e+02 
539290 1412190 350 4.2e-10  0 4.2e-249 9e-189 3.2e-118 1.1e-65 3.7e-33 1.9e-16 1e+02 
539290 1413690 350 6.7e-11  0 6.1e-274 1.1e-207 3.6e-130 2.1e-72 1.2e-36 2.8e-18 1e+02 
539290 1415190 350 9.8e-12  0 5e-300 1.6e-227 1.1e-142 1.7e-79 2.5e-40 3.3e-20 1e+02 
539290 1416690 350 1.3e-12  0 0 2.5e-248 7.8e-156 6.8e-87 3.6e-44 3.2e-22 1e+02 
539290 1418190 350 1.7e-13  0 0 4.7e-270 1.5e-169 1.2e-94 3.5e-48 2.5e-24 1e+02 
539290 1419690 350 2e-14  0 0 9.8e-293 6.9e-184 1e-102 2.2e-52 1.6e-26 1e+02 
539290 1421190 350 2.1e-15  0 0 0 8.2e-199 3.8e-111 9.4e-57 8.4e-29 1e+02 
539290 1422690 350 2.1e-16  0 0 0 2.5e-214 6.7e-120 2.7e-61 3.6e-31 1e+02 
539290 1424190 350 1.9e-17  0 0 0 1.9e-230 5.4e-129 5.1e-66 1.2e-33 1e+02 
539290 1425690 350 1.6e-18  0 0 0 3.8e-247 2e-138 6.5e-71 3.4e-36 1e+02 
539290 1427190 350 1.3e-19  0 0 0 1.9e-264 3.5e-148 5.5e-76 7.8e-39 1e+02 
539290 1428690 350 8.9e-21  0 0 0 2.4e-282 2.7e-158 3.1e-81 1.4e-41 1e+02 
539290 1430190 350 5.8e-22  0 0 0 8.4e-301 9.9e-169 1.2e-86 2.2e-44 1e+02 
539290 1431690 350 3.5e-23  0 0 0 0 1.7e-179 3e-92 2.6e-47 1e+02 
540790 1332690 350 3e-24  0 0 0 0 1.3e-188 5.7e-97 9.2e-50 1e+02 
540790 1334190 350 5.3e-23  0 0 0 0 1.3e-177 2.9e-91 8.6e-47 1e+02 
540790 1335690 350 8.6e-22  0 0 0 1.1e-297 6.1e-167 1e-85 6.6e-44 1e+02 
540790 1337190 350 1.3e-20  0 0 0 2.2e-279 1.3e-156 2.3e-80 4.1e-41 1e+02 
540790 1338690 350 1.7e-19  0 0 0 1.1e-261 1.3e-146 3.6e-75 2.1e-38 1e+02 
540790 1340190 350 2.2e-18  0 0 0 1.4e-244 5.7e-137 3.7e-70 8.5e-36 1e+02 
540790 1341690 350 2.5e-17  0 0 0 4.6e-228 1.2e-127 2.5e-65 2.8e-33 1e+02 
540790 1343190 350 2.7e-16  0 0 0 3.8e-212 1.1e-118 1.2e-60 7.7e-31 1e+02 
540790 1344690 350 2.7e-15  0 0 0 7.9e-197 5e-110 3.6e-56 1.7e-28 1e+02 
540790 1346190 350 2.4e-14  0 0 6.5e-290 4.2e-182 1e-101 7.4e-52 3e-26 1e+02 
540790 1347690 350 2e-13  0 0 1.5e-267 5.6e-168 9.6e-94 1e-47 4.4e-24 1e+02 
540790 1349190 350 1.6e-12  0 0 4e-246 1.9e-154 4.1e-86 9.3e-44 5.2e-22 1e+02 
540790 1350690 350 1.1e-11  0 1.5e-297 1.2e-225 1.6e-141 8.2e-79 5.7e-40 5.1e-20 1e+02 
540790 1352190 350 7.4e-11  0 7e-272 4.1e-206 3.5e-129 7.5e-72 2.3e-36 4e-18 1e+02 
540790 1353690 350 4.5e-10  0 1.9e-247 1.6e-187 2e-117 3.1e-65 6.3e-33 2.5e-16 1e+02 
540790 1355190 350 2.5e-09  5e-288 2.9e-224 7.3e-170 2.7e-106 6e-59 1.2e-29 1.3e-14 1e+02 
540790 1356690 350 1.3e-08  6.2e-260 2.6e-202 3.7e-153 9.6e-96 5.3e-53 1.4e-26 5.5e-13 1e+02 
540790 1358190 350 6.5e-08  2e-233 1.4e-181 2.2e-137 8.6e-86 2.2e-47 1.1e-23 1.9e-11 1e+02 
540790 1359690 350 2.9e-07  1.7e-208 4.1e-162 1.4e-122 1.9e-76 4.1e-42 6.1e-21 5.1e-10 1e+02 
540790 1361190 350 1.2e-06  3.7e-185 7.2e-144 1.1e-108 1.1e-67 3.5e-37 2.2e-18 1.1e-08 1e+02 
540790 1362690 350 4.8e-06  2.1e-163 7.2e-127 9.3e-96 1.6e-59 1.4e-32 5.4e-16 2.1e-07 1e+02 
540790 1364190 350 1.8e-05  3.2e-143 4.2e-111 9.1e-84 5.8e-52 2.5e-28 8.7e-14 3e-06 1e+02 
540790 1365690 350 6e-05  1.2e-124 1.4e-96 1e-72 5.4e-45 2.1e-24 9.4e-12 3.5e-05 1e+02 
540790 1367190 350 0.00019  1.3e-107 2.7e-83 1.3e-62 1.3e-38 8.1e-21 6.8e-10 0.00033 1e+02 
540790 1368690 350 0.00057  3.4e-92 3e-71 1.9e-53 7.5e-33 1.4e-17 3.3e-08 0.0025 1e+02 
540790 1370190 350 0.0016  2.4e-78 2e-60 3.2e-45 1.1e-27 1.2e-14 1.1e-06 0.016 1e+02 
540790 1371690 350 0.0041  4.3e-66 7.5e-51 6.3e-38 4.3e-23 4.5e-12 2.4e-05 0.077 1e+02 
540790 1373190 350 0.01  2.1e-55 1.7e-42 1.4e-31 4.3e-19 8e-10 0.00035 0.31 1e+02 
540790 1374690 350 0.023  2.8e-46 2.2e-35 3.7e-26 1.1e-15 6.6e-08 0.0034 1 99 
540790 1376190 350 0.047  9.7e-39 1.7e-29 1.1e-21 7e-13 2.5e-06 0.023 2.6 97 
540790 1377690 350 0.091  9e-33 8e-25 4e-18 1.2e-10 4.5e-05 0.1 5.5 94 
540790 1379190 350 0.15  2.3e-28 2.2e-21 1.6e-15 5.1e-09 0.00037 0.3 9.2 90 
540790 1380690 350 0.22  1.6e-25 3.6e-19 7.9e-14 5.8e-08 0.0014 0.6 13 87 
540790 1382190 350 0.27  3.1e-24 3.7e-18 4.6e-13 1.7e-07 0.0026 0.82 15 85 
540790 1383690 350 0.26  1.7e-24 2.3e-18 3.2e-13 1.4e-07 0.0023 0.77 14 85 
540790 1385190 350 0.2  2.7e-26 9e-20 2.7e-14 3e-08 0.00099 0.5 12 88 
540790 1386690 350 0.13  1.2e-29 2.1e-22 2.8e-16 1.7e-09 0.0002 0.22 7.9 92 
540790 1388190 350 0.075  1.4e-34 3e-26 3.3e-19 2.5e-11 1.9e-05 0.065 4.4 96 
540790 1389690 350 0.038  4.4e-41 2.6e-31 4.6e-23 9.4e-14 8.2e-07 0.013 1.9 98 
540790 1391190 350 0.018  3.8e-49 1.3e-37 7.3e-28 9.2e-17 1.7e-08 0.0017 0.7 99 
540790 1392690 350 0.0077  8.6e-59 3.8e-45 1.4e-33 2.3e-20 1.6e-10 0.00015 0.2 1e+02 
540790 1394190 350 0.0031  5.3e-70 6.6e-54 3e-40 1.5e-24 6.8e-13 8.8e-06 0.046 1e+02 
540790 1395690 350 0.0012  8.5e-83 6.7e-64 7.4e-48 2.5e-29 1.4e-15 3.5e-07 0.0087 1e+02 
540790 1397190 350 0.00041  3.6e-97 4e-75 2.1e-56 1e-34 1.3e-18 9.4e-09 0.0013 1e+02 
540790 1398690 350 0.00013  4e-113 1.4e-87 7.1e-66 1.1e-40 5.6e-22 1.7e-10 0.00016 1e+02 
540790 1400190 350 4.1e-05  1.2e-130 2.7e-101 2.7e-76 3e-47 1.1e-25 2.1e-12 1.6e-05 1e+02 
540790 1401690 350 1.2e-05  8.9e-150 3.1e-116 1.2e-87 2e-54 1e-29 1.7e-14 1.3e-06 1e+02 
540790 1403190 350 3.2e-06  1.8e-170 2.1e-132 5.7e-100 3.5e-62 4.4e-34 9e-17 8e-08 1e+02 
540790 1404690 350 8e-07  9.1e-193 8.1e-150 3.2e-113 1.5e-70 8.6e-39 3.3e-19 4.2e-09 1e+02 
540790 1406190 350 1.9e-07  1.2e-216 1.8e-168 2.1e-127 1.7e-79 7.7e-44 7.9e-22 1.7e-10 1e+02 
540790 1407690 350 4e-08  4.3e-242 2.3e-188 1.5e-142 4.8e-89 3.2e-49 1.3e-24 5.9e-12 1e+02 
540790 1409190 350 8.1e-09  4e-269 1.7e-209 1.3e-158 3.4e-99 6e-55 1.4e-27 1.6e-13 1e+02 
540790 1410690 350 1.5e-09  9.5e-298 7.4e-232 1.2e-175 6.1e-110 5.3e-61 9.9e-31 3.6e-15 1e+02 
540790 1412190 350 2.6e-10  0 1.8e-255 1.3e-193 2.8e-121 2.1e-67 4.7e-34 6.5e-17 1e+02 
540790 1413690 350 4.2e-11  0 2.6e-280 1.6e-212 3.2e-133 3.9e-74 1.5e-37 9.5e-19 1e+02 
540790 1415190 350 6.2e-12  0 2.2e-306 2.2e-232 9.2e-146 3.3e-81 3.2e-41 1.1e-20 1e+02 
540790 1416690 350 8.5e-13  0 0 3.6e-253 6.7e-159 1.3e-88 4.6e-45 1.1e-22 1e+02 
540790 1418190 350 1.1e-13  0 0 6.6e-275 1.3e-172 2.3e-96 4.4e-49 8.6e-25 1e+02 
540790 1419690 350 1.2e-14  0 0 1.4e-297 5.9e-187 1.9e-104 2.8e-53 5.5e-27 1e+02 
540790 1421190 350 1.3e-15  0 0 0 7.1e-202 7.2e-113 1.2e-57 2.9e-29 1e+02 
540790 1422690 350 1.3e-16  0 0 0 2.2e-217 1.3e-121 3.4e-62 1.2e-31 1e+02 
540790 1424190 350 1.2e-17  0 0 0 1.7e-233 1e-130 6.4e-67 4.2e-34 1e+02 
540790 1425690 350 1e-18  0 0 0 3.2e-250 3.8e-140 8.2e-72 1.2e-36 1e+02 
540790 1427190 350 8e-20  0 0 0 1.6e-267 6.4e-150 6.9e-77 2.7e-39 1e+02 
540790 1428690 350 5.7e-21  0 0 0 2e-285 5.1e-160 3.9e-82 4.9e-42 1e+02 
540790 1430190 350 3.7e-22  0 0 0 0 1.8e-170 1.5e-87 7.4e-45 1e+02 
540790 1431690 350 2.3e-23  0 0 0 0 3.1e-181 3.8e-93 9e-48 1e+02 
542290 1332690 350 1.8e-24  0 0 0 0 1.1e-190 4.8e-98 2.5e-50 1e+02 
542290 1334190 350 3.1e-23  0 0 0 0 1.1e-179 2.5e-92 2.4e-47 1e+02 
542290 1335690 350 5e-22  0 0 0 0 5.3e-169 8.5e-87 1.8e-44 1e+02 
542290 1337190 350 7.5e-21  0 0 0 4.8e-283 1.1e-158 2e-81 1.1e-41 1e+02 
542290 1338690 350 1e-19  0 0 0 2.4e-265 1.1e-148 3e-76 5.7e-39 1e+02 
542290 1340190 350 1.3e-18  0 0 0 3.1e-248 4.9e-139 3.1e-71 2.3e-36 1e+02 
542290 1341690 350 1.5e-17  0 0 0 1e-231 1e-129 2.1e-66 7.8e-34 1e+02 
542290 1343190 350 1.6e-16  0 0 0 8.3e-216 9.9e-121 9.9e-62 2.1e-31 1e+02 
542290 1344690 350 1.5e-15  0 0 0 1.7e-200 4.4e-112 3e-57 4.7e-29 1e+02 
542290 1346190 350 1.4e-14  0 0 1.1e-295 9.2e-186 8.9e-104 6.2e-53 8.3e-27 1e+02 
542290 1347690 350 1.2e-13  0 0 2.5e-273 1.2e-171 8.3e-96 8.6e-49 1.2e-24 1e+02 
542290 1349190 350 9e-13  0 0 6.5e-252 4.2e-158 3.6e-88 7.9e-45 1.4e-22 1e+02 
542290 1350690 350 6.4e-12  0 3.8e-305 2e-231 3.6e-145 7.1e-81 4.8e-41 1.4e-20 1e+02 
542290 1352190 350 4.2e-11  0 1.8e-279 6.8e-212 7.9e-133 6.5e-74 2e-37 1.1e-18 1e+02 
542290 1353690 350 2.6e-10  0 4.8e-255 2.7e-193 4.4e-121 2.7e-67 5.4e-34 6.9e-17 1e+02 
542290 1355190 350 1.4e-09  9.7e-298 7.5e-232 1.2e-175 6.1e-110 5.3e-61 9.9e-31 3.6e-15 1e+02 
542290 1356690 350 7.5e-09  1.2e-269 6.8e-210 6.2e-159 2.2e-99 4.7e-55 1.2e-27 1.5e-13 1e+02 
542290 1358190 350 3.6e-08  3.9e-243 3.5e-189 3.6e-143 1.9e-89 1.9e-49 9.8e-25 5.1e-12 1e+02 
542290 1359690 350 1.6e-07  3.3e-218 1.1e-169 2.4e-128 4.4e-80 3.6e-44 5.3e-22 1.4e-10 1e+02 
542290 1361190 350 6.8e-07  7.4e-195 1.9e-151 1.8e-114 2.5e-71 3.1e-39 1.9e-19 3.1e-09 1e+02 
542290 1362690 350 2.6e-06  4.3e-173 1.9e-134 1.6e-101 3.7e-63 1.2e-34 4.6e-17 5.7e-08 1e+02 
542290 1364190 350 9.4e-06  6.5e-153 1.1e-118 1.6e-89 1.4e-55 2.3e-30 7.5e-15 8.3e-07 1e+02 
542290 1365690 350 3.2e-05  2.6e-134 3.8e-104 1.8e-78 1.3e-48 1.9e-26 8.2e-13 9.7e-06 1e+02 
542290 1367190 350 9.8e-05  2.6e-117 7.4e-91 2.3e-68 3e-42 7.4e-23 5.9e-11 9.2e-05 1e+02 
542290 1368690 350 0.00029  7.2e-102 8.4e-79 3.4e-59 1.8e-36 1.3e-19 2.9e-09 0.00071 1e+02 
542290 1370190 350 0.00077  5.1e-88 5.6e-68 5.9e-51 2.7e-31 1.1e-16 9.4e-08 0.0044 1e+02 
542290 1371690 350 0.0019  9.6e-76 2.2e-58 1.2e-43 1.1e-26 4.2e-14 2.1e-06 0.022 1e+02 
542290 1373190 350 0.0045  4.8e-65 4.9e-50 2.6e-37 1.1e-22 7.5e-12 3.1e-05 0.089 1e+02 
542290 1374690 350 0.0096  6.4e-56 6.6e-43 7e-32 2.7e-19 6.2e-10 0.00031 0.29 1e+02 
542290 1376190 350 0.019  2.3e-48 5.2e-37 2.1e-27 1.8e-16 2.4e-08 0.002 0.77 99 
542290 1377690 350 0.033  2.2e-42 2.5e-32 7.7e-24 3.1e-14 4.4e-07 0.0092 1.7 98 
542290 1379190 350 0.052  5.8e-38 7e-29 3.3e-21 1.4e-12 3.7e-06 0.028 2.9 97 
542290 1380690 350 0.07  4.2e-35 1.2e-26 1.6e-19 1.6e-11 1.5e-05 0.057 4.1 96 
542290 1382190 350 0.081  8.3e-34 1.2e-25 9.6e-19 4.8e-11 2.7e-05 0.078 4.8 95 
542290 1383690 350 0.079  4.6e-34 7.7e-26 6.7e-19 3.9e-11 2.4e-05 0.073 4.7 95 
542290 1385190 350 0.065  6.9e-36 2.9e-27 5.6e-20 8.2e-12 1e-05 0.047 3.7 96 
542290 1386690 350 0.045  2.9e-39 6.8e-30 5.5e-22 4.5e-13 2e-06 0.02 2.4 98 
542290 1388190 350 0.028  3.3e-44 9.4e-34 6.4e-25 6.5e-15 1.8e-07 0.0058 1.3 99 
542290 1389690 350 0.015  1e-50 7.7e-39 8.7e-29 2.4e-17 7.8e-09 0.0011 0.57 99 
542290 1391190 350 0.0077  8.6e-59 3.8e-45 1.4e-33 2.3e-20 1.6e-10 0.00015 0.2 1e+02 
542290 1392690 350 0.0035  1.9e-68 1.1e-52 2.5e-39 5.8e-24 1.5e-12 1.3e-05 0.057 1e+02 
542290 1394190 350 0.0015  1.2e-79 1.9e-61 5.4e-46 3.7e-28 6.3e-15 7.7e-07 0.013 1e+02 
542290 1395690 350 0.00057  1.8e-92 1.9e-71 1.3e-53 6e-33 1.3e-17 3.1e-08 0.0024 1e+02 
542290 1397190 350 0.00021  7.6e-107 1.1e-82 3.8e-62 2.5e-38 1.2e-20 8.2e-10 0.00037 1e+02 
542290 1398690 350 7e-05  8.3e-123 3.7e-95 1.2e-71 2.6e-44 5.1e-24 1.5e-11 4.5e-05 1e+02 
542290 1400190 350 2.2e-05  2.4e-140 7.3e-109 4.7e-82 7e-51 1e-27 1.8e-13 4.4e-06 1e+02 
542290 1401690 350 6.4e-06  1.8e-159 8.4e-124 2e-93 4.7e-58 9.3e-32 1.4e-15 3.5e-07 1e+02 
542290 1403190 350 1.7e-06  3.5e-180 5.5e-140 9.8e-106 8.1e-66 3.9e-36 7.8e-18 2.2e-08 1e+02 
542290 1404690 350 4.4e-07  1.8e-202 2.1e-157 5.5e-119 3.5e-74 7.7e-41 2.8e-20 1.1e-09 1e+02 
542290 1406190 350 1e-07  2.4e-226 4.7e-176 3.5e-133 3.9e-83 6.8e-46 6.8e-23 4.8e-11 1e+02 
542290 1407690 350 2.3e-08  8.4e-252 6e-196 2.5e-148 1.1e-92 2.8e-51 1.1e-25 1.6e-12 1e+02 
542290 1409190 350 4.6e-09  7.6e-279 4.4e-217 2.1e-164 7.6e-103 5.3e-57 1.2e-28 4.4e-14 1e+02 
542290 1410690 350 8.6e-10  1.8e-307 1.9e-239 2e-181 1.4e-113 4.6e-63 8.4e-32 9.8e-16 1e+02 
542290 1412190 350 1.5e-10  0 4.6e-263 2.1e-199 6.2e-125 1.8e-69 4e-35 1.8e-17 1e+02 
542290 1413690 350 2.4e-11  0 6.6e-288 2.6e-218 7e-137 3.4e-76 1.3e-38 2.6e-19 1e+02 
542290 1415190 350 3.6e-12  0 0 3.7e-238 2e-149 2.8e-83 2.8e-42 3.1e-21 1e+02 
542290 1416690 350 4.9e-13  0 0 5.9e-259 1.5e-162 1.1e-90 3.9e-46 3e-23 1e+02 
542290 1418190 350 6.2e-14  0 0 1.1e-280 2.8e-176 2e-98 3.7e-50 2.4e-25 1e+02 
542290 1419690 350 7.2e-15  0 0 2.3e-303 1.3e-190 1.6e-106 2.4e-54 1.5e-27 1e+02 
542290 1421190 350 7.8e-16  0 0 0 1.6e-205 6.2e-115 1e-58 7.9e-30 1e+02 
542290 1422690 350 7.8e-17  0 0 0 4.7e-221 1.1e-123 2.9e-63 3.3e-32 1e+02 
542290 1424190 350 7.1e-18  0 0 0 3.6e-237 8.7e-133 5.5e-68 1.2e-34 1e+02 
542290 1425690 350 6e-19  0 0 0 7.1e-254 3.2e-142 6.9e-73 3.2e-37 1e+02 
542290 1427190 350 4.6e-20  0 0 0 3.5e-271 5.5e-152 5.9e-78 7.3e-40 1e+02 
542290 1428690 350 3.3e-21  0 0 0 4.4e-289 4.4e-162 3.3e-83 1.4e-42 1e+02 
542290 1430190 350 2.2e-22  0 0 0 0 1.6e-172 1.3e-88 2e-45 1e+02 
542290 1431690 350 1.3e-23  0 0 0 0 2.7e-183 3.2e-94 2.5e-48 1e+02 
543790 1332690 350 9.5e-25  0 0 0 0 4.5e-193 2.7e-99 5.7e-51 1e+02 
543790 1334190 350 1.7e-23  0 0 0 0 4.5e-182 1.4e-93 5.4e-48 1e+02 
543790 1335690 350 2.7e-22  0 0 0 0 2.1e-171 4.8e-88 4.1e-45 1e+02 
543790 1337190 350 4e-21  0 0 0 2.7e-287 4.4e-161 1.1e-82 2.5e-42 1e+02 
543790 1338690 350 5.4e-20  0 0 0 1.4e-269 4.4e-151 1.7e-77 1.3e-39 1e+02 
543790 1340190 350 6.8e-19  0 0 0 1.7e-252 2e-141 1.8e-72 5.2e-37 1e+02 
543790 1341690 350 7.9e-18  0 0 0 5.7e-236 4.1e-132 1.2e-67 1.7e-34 1e+02 
543790 1343190 350 8.4e-17  0 0 0 4.7e-220 3.9e-123 5.6e-63 4.7e-32 1e+02 
543790 1344690 350 8.2e-16  0 0 0 9.7e-205 1.7e-114 1.7e-58 1e-29 1e+02 
543790 1346190 350 7.4e-15  0 0 2e-302 5.2e-190 3.5e-106 3.6e-54 1.9e-27 1e+02 
543790 1347690 350 6.2e-14  0 0 4.6e-280 7e-176 3.3e-98 4.9e-50 2.7e-25 1e+02 
543790 1349190 350 4.8e-13  0 0 1.2e-258 2.4e-162 1.4e-90 4.5e-46 3.2e-23 1e+02 
543790 1350690 350 3.4e-12  0 0 3.7e-238 2.1e-149 2.9e-83 2.8e-42 3.1e-21 1e+02 
543790 1352190 350 2.2e-11  0 2.6e-288 1.3e-218 4.5e-137 2.6e-76 1.1e-38 2.4e-19 1e+02 
543790 1353690 350 1.3e-10  0 7.1e-264 5.1e-200 2.5e-125 1.1e-69 3.1e-35 1.5e-17 1e+02 
543790 1355190 350 7.5e-10  4.9e-309 1.1e-240 2.3e-182 3.5e-114 2.1e-63 5.7e-32 8e-16 1e+02 
543790 1356690 350 3.9e-09  6.2e-281 1e-218 1.2e-165 1.3e-103 1.9e-57 6.9e-29 3.4e-14 1e+02 
543790 1358190 350 1.9e-08  2e-254 5.4e-198 7e-150 1.1e-93 7.8e-52 5.6e-26 1.1e-12 1e+02 
543790 1359690 350 8.2e-08  1.7e-229 1.6e-178 4.7e-135 2.6e-84 1.5e-46 3.1e-23 3.1e-11 1e+02 
543790 1361190 350 3.4e-07  3.9e-206 2.9e-160 3.6e-121 1.5e-75 1.3e-41 1.1e-20 7e-10 1e+02 
543790 1362690 350 1.3e-06  2.3e-184 3e-143 3.2e-108 2.2e-67 5.1e-37 2.7e-18 1.3e-08 1e+02 
543790 1364190 350 4.6e-06  3.5e-164 1.7e-127 3.2e-96 8.1e-60 9.5e-33 4.4e-16 1.9e-07 1e+02 
543790 1365690 350 1.5e-05  1.4e-145 6e-113 3.6e-85 7.6e-53 8e-29 4.8e-14 2.2e-06 1e+02 
543790 1367190 350 4.6e-05  1.5e-128 1.2e-99 4.7e-75 1.8e-46 3.1e-25 3.5e-12 2.1e-05 1e+02 
543790 1368690 350 0.00013  4.1e-113 1.4e-87 7.1e-66 1.1e-40 5.6e-22 1.7e-10 0.00016 1e+02 
543790 1370190 350 0.00034  2.9e-99 9.2e-77 1.2e-57 1.7e-35 4.7e-19 5.6e-09 0.001 1e+02 
543790 1371690 350 0.00084  5.7e-87 3.6e-67 2.4e-50 6.7e-31 1.8e-16 1.2e-07 0.005 1e+02 
543790 1373190 350 0.0019  2.9e-76 8.4e-59 5.6e-44 6.8e-27 3.3e-14 1.8e-06 0.021 1e+02 
543790 1374690 350 0.0038  3.9e-67 1.1e-51 1.5e-38 1.8e-23 2.7e-12 1.8e-05 0.068 1e+02 
543790 1376190 350 0.0071  1.4e-59 9.3e-46 4.7e-34 1.2e-20 1.1e-10 0.00012 0.18 1e+02 
543790 1377690 350 0.012  1.4e-53 4.5e-41 1.7e-30 2.1e-18 1.9e-09 0.00055 0.39 1e+02 
543790 1379190 350 0.018  3.8e-49 1.3e-37 7.4e-28 9.2e-17 1.7e-08 0.0017 0.7 99 
543790 1380690 350 0.023  2.8e-46 2.2e-35 3.7e-26 1.1e-15 6.6e-08 0.0034 1 99 
543790 1382190 350 0.026  5.5e-45 2.3e-34 2.2e-25 3.3e-15 1.2e-07 0.0048 1.2 99 
543790 1383690 350 0.025  3e-45 1.4e-34 1.5e-25 2.6e-15 1.1e-07 0.0045 1.1 99 
543790 1385190 350 0.021  4.6e-47 5.4e-36 1.3e-26 5.5e-16 4.5e-08 0.0028 0.91 99 
543790 1386690 350 0.016  1.9e-50 1.2e-38 1.2e-28 3e-17 8.8e-09 0.0012 0.59 99 
543790 1388190 350 0.01  2.1e-55 1.7e-42 1.4e-31 4.3e-19 8e-10 0.00035 0.31 1e+02 
543790 1389690 350 0.0059  6.4e-62 1.4e-47 1.9e-35 1.6e-21 3.4e-11 6.7e-05 0.13 1e+02 
543790 1391190 350 0.0031  5.3e-70 6.6e-54 3e-40 1.5e-24 6.8e-13 8.8e-06 0.046 1e+02 
543790 1392690 350 0.0015  1.2e-79 1.9e-61 5.4e-46 3.7e-28 6.3e-15 7.7e-07 0.013 1e+02 
543790 1394190 350 0.00064  6.8e-91 3.1e-70 1.1e-52 2.3e-32 2.7e-17 4.6e-08 0.003 1e+02 
543790 1395690 350 0.00026  1e-103 3.1e-80 2.8e-60 3.7e-37 5.4e-20 1.8e-09 0.00056 1e+02 
